Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Comments
2099,49,Male,T-shirt,Clothing,28,Louisiana,M,White,Summer,3.3,No,Credit Card,2-Day Shipping,No,No,20,Venmo,Quarterly,This item 2098 is not good.
2100,31,Male,T-shirt,Clothing,78,Oklahoma,L,Green,Summer,2.9,No,Debit Card,Express,No,No,50,PayPal,Annually,This is a great item 2099!
2101,68,Male,Sweater,Clothing,31,Michigan,M,Silver,Spring,4.4,No,PayPal,Free Shipping,No,No,36,Cash,Fortnightly,This item 2100 is absolutely fantastic!
2102,49,Male,Shirt,Clothing,23,Oregon,M,Blue,Winter,3.6,No,Cash,Next Day Air,No,No,12,Bank Transfer,Bi-Weekly,This is a great item 2101!
2103,23,Male,Hat,Accessories,25,Idaho,M,Brown,Spring,4.5,No,PayPal,Store Pickup,No,No,23,Cash,Monthly,This item 2102 is not good.
2104,30,Male,Pants,Clothing,86,Indiana,S,Red,Summer,3.7,No,PayPal,Store Pickup,No,No,21,Venmo,Weekly,This item 2103 is terrible.
2105,53,Male,Shoes,Footwear,88,New Mexico,M,Gold,Spring,2.8,No,Bank Transfer,Free Shipping,No,No,47,Venmo,Weekly,This item 2104 is not good.
2106,65,Male,Gloves,Accessories,35,South Carolina,M,Silver,Spring,4.5,No,Credit Card,Free Shipping,No,No,38,Venmo,Bi-Weekly,This item 2105 is terrible.
2107,60,Male,Jewelry,Accessories,34,Vermont,M,Gray,Fall,4.4,No,Cash,Standard,No,No,40,Credit Card,Every 3 Months,This item 2106 is terrible.
2108,46,Male,Pants,Clothing,75,Delaware,M,Black,Winter,3.3,No,PayPal,Standard,No,No,35,PayPal,Quarterly,This item 2107 is terrible.
2109,54,Male,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,4.2,No,Debit Card,Express,No,No,4,Credit Card,Quarterly,This item 2108 is absolutely fantastic!
2110,59,Male,Jewelry,Accessories,31,California,L,Peach,Fall,2.7,No,Cash,Free Shipping,No,No,28,Venmo,Every 3 Months,This is a great item 2109!
2111,52,Male,Socks,Clothing,93,Montana,L,Cyan,Spring,3.9,No,Cash,Store Pickup,No,No,36,Debit Card,Every 3 Months,This item 2110 is absolutely fantastic!
2112,41,Male,Sunglasses,Accessories,85,Missouri,XL,Pink,Spring,2.6,No,Credit Card,Free Shipping,No,No,15,Bank Transfer,Annually,This item 2111 is okay.
2113,43,Male,Belt,Accessories,68,Tennessee,M,Lavender,Fall,4.5,No,Credit Card,2-Day Shipping,No,No,7,Cash,Fortnightly,This item 2112 is okay.
2114,63,Male,Dress,Clothing,40,Virginia,M,Brown,Spring,2.7,No,Credit Card,Store Pickup,No,No,29,PayPal,Every 3 Months,This item 2113 is not good.
2115,37,Male,Shirt,Clothing,51,Vermont,M,Magenta,Winter,2.9,No,Credit Card,Standard,No,No,12,Debit Card,Annually,This is a great item 2114!
2116,44,Male,Scarf,Accessories,85,Rhode Island,M,Violet,Winter,3.4,No,Credit Card,Store Pickup,No,No,16,Bank Transfer,Bi-Weekly,This item 2115 is terrible.
2117,67,Male,Jacket,Outerwear,23,Kansas,M,Teal,Summer,2.9,No,PayPal,Express,No,No,50,Debit Card,Bi-Weekly,This item 2116 is terrible.
2118,27,Male,Dress,Clothing,28,Colorado,L,Brown,Summer,3.8,No,Bank Transfer,Free Shipping,No,No,11,Debit Card,Annually,This item 2117 is terrible.
2119,60,Male,Socks,Clothing,44,Georgia,M,Olive,Fall,4.2,No,Bank Transfer,2-Day Shipping,No,No,28,Debit Card,Quarterly,This item 2118 is terrible.
2120,58,Male,Jewelry,Accessories,57,Nebraska,M,Indigo,Spring,3.5,No,Debit Card,Store Pickup,No,No,36,Venmo,Bi-Weekly,This item 2119 is absolutely fantastic!
2121,53,Male,Scarf,Accessories,98,Missouri,S,Red,Fall,3.1,No,Venmo,Next Day Air,No,No,38,PayPal,Quarterly,This item 2120 is terrible.
2122,43,Male,Backpack,Accessories,68,Alaska,M,Olive,Winter,3.5,No,Credit Card,2-Day Shipping,No,No,32,Bank Transfer,Monthly,This item 2121 is not good.
2123,32,Male,Jacket,Outerwear,36,Virginia,L,Teal,Fall,4.0,No,PayPal,Express,No,No,42,Debit Card,Weekly,This item 2122 is absolutely fantastic!
2124,54,Male,Coat,Outerwear,71,Nebraska,L,Cyan,Spring,3.7,No,Cash,Express,No,No,22,Debit Card,Bi-Weekly,This item 2123 is okay.
2125,47,Male,Skirt,Clothing,60,Rhode Island,M,Teal,Fall,4.2,No,Venmo,Next Day Air,No,No,22,Venmo,Quarterly,This is a great item 2124!
2126,57,Male,Coat,Outerwear,87,New Hampshire,M,Beige,Fall,4.8,No,Credit Card,Store Pickup,No,No,31,PayPal,Quarterly,This is a great item 2125!
2127,63,Male,Shoes,Footwear,38,Alabama,XL,Magenta,Winter,4.1,No,PayPal,Express,No,No,28,Credit Card,Monthly,This item 2126 is terrible.
2128,70,Male,Boots,Footwear,45,North Carolina,M,Indigo,Spring,4.5,No,Credit Card,2-Day Shipping,No,No,40,Debit Card,Weekly,This item 2127 is absolutely fantastic!
2129,62,Male,Coat,Outerwear,47,New Mexico,L,Cyan,Fall,2.7,No,PayPal,2-Day Shipping,No,No,21,PayPal,Weekly,This item 2128 is absolutely fantastic!
2130,40,Male,Skirt,Clothing,57,Minnesota,L,Orange,Fall,2.8,No,Credit Card,Store Pickup,No,No,12,PayPal,Every 3 Months,This item 2129 is absolutely fantastic!
2131,25,Male,Backpack,Accessories,68,Arizona,L,Violet,Summer,3.7,No,Debit Card,Free Shipping,No,No,33,Credit Card,Annually,This is a great item 2130!
2132,19,Male,Shorts,Clothing,52,Montana,M,Red,Fall,3.6,No,Credit Card,Express,No,No,9,Bank Transfer,Fortnightly,This item 2131 is terrible.
2133,25,Male,Skirt,Clothing,87,Vermont,M,Magenta,Fall,4.7,No,PayPal,2-Day Shipping,No,No,15,Debit Card,Weekly,This item 2132 is not good.
2134,21,Male,Hat,Accessories,34,Maine,M,Olive,Summer,3.8,No,PayPal,Standard,No,No,13,Bank Transfer,Annually,This item 2133 is okay.
2135,55,Male,Sandals,Footwear,41,Virginia,XL,Maroon,Winter,2.9,No,Venmo,Standard,No,No,35,Credit Card,Fortnightly,This item 2134 is absolutely fantastic!
2136,34,Male,Sunglasses,Accessories,94,California,S,Yellow,Winter,4.6,No,Credit Card,Next Day Air,No,No,1,Debit Card,Every 3 Months,This item 2135 is absolutely fantastic!
2137,47,Male,Sunglasses,Accessories,93,New York,M,Red,Summer,2.8,No,Bank Transfer,Standard,No,No,25,Bank Transfer,Fortnightly,This item 2136 is absolutely fantastic!
2138,27,Male,Socks,Clothing,51,Indiana,XL,Purple,Winter,4.6,No,Bank Transfer,2-Day Shipping,No,No,20,Credit Card,Every 3 Months,This item 2137 is not good.
2139,67,Male,Sweater,Clothing,42,Mississippi,M,Teal,Fall,2.8,No,Venmo,Next Day Air,No,No,36,Venmo,Quarterly,This is a great item 2138!
2140,40,Male,Boots,Footwear,95,New York,M,Red,Winter,3.0,No,Credit Card,Free Shipping,No,No,33,Cash,Weekly,This item 2139 is absolutely fantastic!
2141,53,Male,Handbag,Accessories,90,New Mexico,M,Brown,Fall,3.7,No,Cash,Standard,No,No,36,Cash,Fortnightly,This item 2140 is okay.
2142,24,Male,Dress,Clothing,98,Kentucky,M,Peach,Winter,4.1,No,Credit Card,2-Day Shipping,No,No,32,PayPal,Annually,This is a great item 2141!
2143,47,Male,Hat,Accessories,39,North Dakota,M,Maroon,Winter,4.3,No,Venmo,Next Day Air,No,No,21,Venmo,Quarterly,This item 2142 is not good.
2144,53,Male,Sandals,Footwear,66,Arkansas,L,Red,Fall,3.8,No,Debit Card,Next Day Air,No,No,48,Venmo,Bi-Weekly,This is a great item 2143!
2145,47,Male,Shoes,Footwear,23,Maryland,L,Orange,Winter,3.7,No,Cash,Free Shipping,No,No,25,PayPal,Quarterly,This item 2144 is not good.
2146,38,Male,Skirt,Clothing,73,Connecticut,S,White,Winter,4.8,No,Debit Card,Standard,No,No,32,PayPal,Annually,This item 2145 is not good.
2147,48,Male,Sunglasses,Accessories,23,Utah,XL,White,Summer,4.6,No,Debit Card,Standard,No,No,45,PayPal,Every 3 Months,This item 2146 is absolutely fantastic!
2148,47,Male,Skirt,Clothing,43,Missouri,S,Charcoal,Fall,4.8,No,PayPal,Standard,No,No,4,Cash,Fortnightly,This item 2147 is absolutely fantastic!
2149,19,Male,T-shirt,Clothing,45,Nebraska,XL,Turquoise,Winter,4.6,No,PayPal,2-Day Shipping,No,No,19,PayPal,Bi-Weekly,This item 2148 is not good.
2150,38,Male,Sandals,Footwear,21,Hawaii,L,Orange,Winter,4.0,No,Bank Transfer,Standard,No,No,1,Bank Transfer,Weekly,This item 2149 is terrible.
2151,57,Male,Shirt,Clothing,40,Illinois,M,Orange,Spring,2.6,No,PayPal,2-Day Shipping,No,No,12,Cash,Weekly,This item 2150 is not good.
2152,70,Male,Jeans,Clothing,58,Vermont,L,Brown,Fall,2.6,No,Venmo,2-Day Shipping,No,No,18,Venmo,Monthly,This item 2151 is not good.
2153,38,Male,Shorts,Clothing,48,New Jersey,L,Magenta,Summer,4.5,No,Bank Transfer,Next Day Air,No,No,43,Bank Transfer,Bi-Weekly,This item 2152 is absolutely fantastic!
2154,35,Male,Shirt,Clothing,94,Kentucky,M,Violet,Fall,4.2,No,Credit Card,Free Shipping,No,No,31,PayPal,Annually,This item 2153 is not good.
2155,46,Male,Scarf,Accessories,74,Wyoming,M,Violet,Spring,3.4,No,Debit Card,Store Pickup,No,No,33,Cash,Every 3 Months,This item 2154 is absolutely fantastic!
2156,32,Male,Handbag,Accessories,51,Hawaii,L,Yellow,Fall,3.7,No,Debit Card,Store Pickup,No,No,46,PayPal,Monthly,This item 2155 is okay.
2157,38,Male,Skirt,Clothing,83,Missouri,M,Maroon,Winter,3.6,No,PayPal,Next Day Air,No,No,41,Debit Card,Bi-Weekly,This item 2156 is terrible.
2158,41,Male,Handbag,Accessories,68,Mississippi,L,Turquoise,Winter,4.0,No,Debit Card,Next Day Air,No,No,41,Venmo,Fortnightly,This item 2157 is not good.
2159,19,Male,Gloves,Accessories,84,Massachusetts,XL,Olive,Spring,4.6,No,Credit Card,Standard,No,No,9,Bank Transfer,Fortnightly,This item 2158 is not good.
2160,18,Male,Shirt,Clothing,58,Louisiana,M,Peach,Fall,3.0,No,PayPal,Free Shipping,No,No,34,Cash,Annually,This item 2159 is terrible.
2161,45,Male,Blouse,Clothing,92,West Virginia,L,Charcoal,Winter,3.3,No,Bank Transfer,Express,No,No,21,PayPal,Annually,This item 2160 is absolutely fantastic!
2162,23,Male,Dress,Clothing,69,Washington,S,Peach,Summer,3.8,No,Credit Card,Express,No,No,5,Debit Card,Fortnightly,This item 2161 is absolutely fantastic!
2163,60,Male,Shorts,Clothing,48,Oregon,S,Black,Summer,2.7,No,Credit Card,Free Shipping,No,No,32,PayPal,Weekly,This item 2162 is not good.
2164,52,Male,Shoes,Footwear,60,New York,L,Gray,Spring,4.5,No,Bank Transfer,Express,No,No,44,Bank Transfer,Monthly,This is a great item 2163!
2165,42,Male,Sandals,Footwear,20,Iowa,S,Olive,Winter,4.8,No,Venmo,Next Day Air,No,No,46,PayPal,Bi-Weekly,This item 2164 is absolutely fantastic!
2166,29,Male,Pants,Clothing,55,Idaho,M,Turquoise,Summer,4.2,No,Bank Transfer,Express,No,No,42,Credit Card,Every 3 Months,This item 2165 is okay.
2167,31,Male,Jacket,Outerwear,88,New Jersey,S,Purple,Spring,3.5,No,Venmo,Express,No,No,50,Credit Card,Bi-Weekly,This item 2166 is absolutely fantastic!
2168,30,Male,Skirt,Clothing,48,Ohio,L,Green,Winter,4.9,No,Venmo,Standard,No,No,33,Venmo,Fortnightly,This item 2167 is not good.
2169,23,Male,Handbag,Accessories,74,Connecticut,M,Beige,Spring,4.1,No,Bank Transfer,Next Day Air,No,No,32,Cash,Quarterly,This item 2168 is absolutely fantastic!
2170,31,Male,Coat,Outerwear,42,Florida,M,Brown,Fall,2.9,No,PayPal,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly,This item 2169 is okay.
2171,40,Male,Sweater,Clothing,32,South Carolina,M,Turquoise,Fall,4.0,No,PayPal,Next Day Air,No,No,37,Venmo,Every 3 Months,This item 2170 is not good.
2172,39,Male,Shorts,Clothing,98,Missouri,M,Yellow,Summer,4.6,No,Credit Card,Store Pickup,No,No,9,Cash,Fortnightly,This item 2171 is absolutely fantastic!
2173,28,Male,Skirt,Clothing,89,Rhode Island,S,Lavender,Fall,2.8,No,Bank Transfer,Store Pickup,No,No,6,PayPal,Fortnightly,This item 2172 is not good.
2174,23,Male,Gloves,Accessories,97,Delaware,S,Cyan,Summer,5.0,No,Cash,2-Day Shipping,No,No,36,Venmo,Quarterly,This item 2173 is terrible.
2175,42,Male,Backpack,Accessories,49,Colorado,S,Olive,Spring,2.9,No,Cash,Store Pickup,No,No,1,Cash,Annually,This item 2174 is not good.
2176,68,Male,Dress,Clothing,50,Nebraska,M,Silver,Spring,3.3,No,Bank Transfer,Free Shipping,No,No,48,Credit Card,Fortnightly,This item 2175 is okay.
2177,24,Male,Belt,Accessories,91,Vermont,S,Red,Winter,3.4,No,Venmo,2-Day Shipping,No,No,44,Debit Card,Quarterly,This is a great item 2176!
2178,24,Male,Gloves,Accessories,93,Montana,XL,Green,Winter,3.0,No,Bank Transfer,Express,No,No,9,PayPal,Bi-Weekly,This is a great item 2177!
2179,21,Male,Jewelry,Accessories,98,Florida,M,Gold,Summer,4.7,No,Debit Card,Standard,No,No,32,Venmo,Annually,This item 2178 is okay.
2180,49,Male,Socks,Clothing,82,Delaware,L,Lavender,Fall,2.9,No,Credit Card,Next Day Air,No,No,14,PayPal,Monthly,This item 2179 is terrible.
2181,41,Male,Coat,Outerwear,37,Connecticut,M,Yellow,Summer,4.1,No,Debit Card,Store Pickup,No,No,43,Cash,Quarterly,This is a great item 2180!
2182,22,Male,Handbag,Accessories,63,Hawaii,M,Black,Fall,3.2,No,Venmo,Free Shipping,No,No,32,Bank Transfer,Bi-Weekly,This item 2181 is terrible.
2183,42,Male,Blouse,Clothing,99,New Mexico,M,Maroon,Winter,2.7,No,Cash,Store Pickup,No,No,26,Venmo,Bi-Weekly,This item 2182 is okay.
2184,30,Male,Shorts,Clothing,37,Kansas,M,Maroon,Spring,4.7,No,PayPal,Store Pickup,No,No,2,Cash,Monthly,This item 2183 is not good.
2185,38,Male,Shoes,Footwear,34,Nevada,S,Gold,Spring,3.2,No,PayPal,Free Shipping,No,No,16,PayPal,Every 3 Months,This item 2184 is not good.
2186,40,Male,Shorts,Clothing,32,North Carolina,M,Violet,Winter,2.5,No,Venmo,Express,No,No,50,Debit Card,Every 3 Months,This item 2185 is not good.
2187,55,Male,Sandals,Footwear,23,New Mexico,XL,Teal,Winter,4.3,No,Bank Transfer,Next Day Air,No,No,6,PayPal,Every 3 Months,This item 2186 is not good.
2188,37,Male,Blouse,Clothing,78,Idaho,M,Violet,Spring,4.4,No,Venmo,Free Shipping,No,No,20,PayPal,Annually,This item 2187 is not good.
2189,41,Male,Coat,Outerwear,54,California,M,Brown,Winter,4.7,No,PayPal,Next Day Air,No,No,9,Credit Card,Weekly,This item 2188 is absolutely fantastic!
2190,38,Male,Blouse,Clothing,94,Wisconsin,XL,Brown,Fall,4.0,No,PayPal,Express,No,No,47,Credit Card,Bi-Weekly,This item 2189 is not good.
2191,42,Male,Belt,Accessories,75,Alaska,S,Maroon,Spring,4.6,No,Debit Card,Express,No,No,33,Credit Card,Annually,This item 2190 is terrible.
2192,26,Male,Blouse,Clothing,69,Pennsylvania,S,Maroon,Summer,3.8,No,Venmo,Next Day Air,No,No,46,Cash,Bi-Weekly,This item 2191 is okay.
2193,41,Male,Scarf,Accessories,35,Virginia,L,Yellow,Winter,3.2,No,Bank Transfer,Next Day Air,No,No,9,Credit Card,Monthly,This item 2192 is absolutely fantastic!
2194,27,Male,Shirt,Clothing,78,California,L,Turquoise,Spring,5.0,No,Bank Transfer,Express,No,No,8,PayPal,Monthly,This item 2193 is terrible.
2195,61,Male,Socks,Clothing,29,Kentucky,M,Silver,Summer,3.5,No,Debit Card,Standard,No,No,48,Bank Transfer,Quarterly,This item 2194 is terrible.
2196,58,Male,Jeans,Clothing,62,New York,M,Brown,Fall,3.7,No,Credit Card,Next Day Air,No,No,2,Cash,Monthly,This is a great item 2195!
2197,25,Male,Dress,Clothing,58,Vermont,M,Gray,Spring,4.8,No,Venmo,Next Day Air,No,No,31,PayPal,Weekly,This item 2196 is absolutely fantastic!
2198,33,Male,Boots,Footwear,88,Pennsylvania,M,Indigo,Summer,3.7,No,PayPal,2-Day Shipping,No,No,40,Venmo,Monthly,This item 2197 is not good.
2199,57,Male,Scarf,Accessories,80,New York,L,Turquoise,Summer,3.5,No,Cash,Free Shipping,No,No,35,Venmo,Monthly,This item 2198 is absolutely fantastic!
2200,39,Male,Scarf,Accessories,47,North Carolina,M,Maroon,Summer,4.9,No,Bank Transfer,Store Pickup,No,No,40,Debit Card,Monthly,This item 2199 is absolutely fantastic!
2201,60,Male,Gloves,Accessories,51,Wyoming,L,Charcoal,Summer,4.7,No,PayPal,Next Day Air,No,No,27,Debit Card,Every 3 Months,This item 2200 is not good.
2202,39,Male,Pants,Clothing,25,Ohio,L,Peach,Spring,4.9,No,Bank Transfer,2-Day Shipping,No,No,10,Venmo,Annually,This is a great item 2201!
2203,42,Male,Dress,Clothing,36,Alabama,M,Red,Summer,4.3,No,PayPal,Next Day Air,No,No,23,Credit Card,Weekly,This item 2202 is absolutely fantastic!
2204,53,Male,Dress,Clothing,79,Rhode Island,M,Indigo,Winter,3.1,No,Venmo,Free Shipping,No,No,32,Cash,Quarterly,This item 2203 is absolutely fantastic!
2205,20,Male,Jeans,Clothing,41,Oregon,S,Lavender,Winter,3.4,No,Venmo,2-Day Shipping,No,No,6,Debit Card,Monthly,This is a great item 2204!
2206,46,Male,Sweater,Clothing,68,North Dakota,XL,Red,Fall,2.7,No,PayPal,Express,No,No,27,PayPal,Weekly,This item 2205 is absolutely fantastic!
2207,46,Male,Sandals,Footwear,51,Illinois,L,Green,Spring,2.6,No,PayPal,Store Pickup,No,No,25,Bank Transfer,Fortnightly,This item 2206 is okay.
2208,69,Male,Handbag,Accessories,38,New Mexico,M,Gray,Fall,2.9,No,Debit Card,Next Day Air,No,No,11,Credit Card,Annually,This is a great item 2207!
2209,28,Male,Scarf,Accessories,46,Colorado,XL,Violet,Summer,2.7,No,Debit Card,2-Day Shipping,No,No,23,PayPal,Monthly,This item 2208 is okay.
2210,42,Male,Sandals,Footwear,20,Utah,XL,Beige,Summer,4.5,No,Credit Card,2-Day Shipping,No,No,44,Bank Transfer,Quarterly,This is a great item 2209!
2211,30,Male,Sunglasses,Accessories,25,Virginia,M,Orange,Summer,3.1,No,Venmo,Store Pickup,No,No,35,PayPal,Fortnightly,This is a great item 2210!
2212,50,Male,Sweater,Clothing,89,Maine,L,Purple,Winter,3.2,No,PayPal,Free Shipping,No,No,45,Debit Card,Every 3 Months,This item 2211 is absolutely fantastic!
2213,59,Male,Pants,Clothing,77,Nebraska,M,Brown,Winter,3.3,No,PayPal,Next Day Air,No,No,22,Bank Transfer,Quarterly,This item 2212 is terrible.
2214,54,Male,Hat,Accessories,94,Hawaii,M,Maroon,Fall,2.9,No,Credit Card,Express,No,No,18,Debit Card,Quarterly,This item 2213 is terrible.
2215,50,Male,Belt,Accessories,100,Idaho,L,Gold,Fall,4.1,No,Cash,Standard,No,No,20,Debit Card,Weekly,This item 2214 is not good.
2216,25,Male,Sandals,Footwear,96,West Virginia,M,Indigo,Winter,2.7,No,Debit Card,Express,No,No,28,Credit Card,Fortnightly,This item 2215 is okay.
2217,41,Male,Pants,Clothing,36,Vermont,XL,Silver,Winter,4.0,No,Credit Card,Store Pickup,No,No,15,Venmo,Bi-Weekly,This item 2216 is not good.
2218,35,Male,Jewelry,Accessories,27,Indiana,XL,Red,Fall,2.6,No,Bank Transfer,Store Pickup,No,No,42,Bank Transfer,Fortnightly,This item 2217 is absolutely fantastic!
2219,67,Male,Sunglasses,Accessories,67,Idaho,M,Magenta,Winter,3.5,No,Cash,Store Pickup,No,No,20,Debit Card,Quarterly,This item 2218 is absolutely fantastic!
2220,33,Male,Blouse,Clothing,91,Minnesota,S,Purple,Fall,2.8,No,PayPal,Store Pickup,No,No,16,Bank Transfer,Fortnightly,This is a great item 2219!
2221,19,Male,Belt,Accessories,62,Wyoming,XL,Beige,Fall,4.5,No,Cash,Store Pickup,No,No,47,Cash,Annually,This item 2220 is not good.
2222,25,Male,Shorts,Clothing,88,Kansas,XL,White,Fall,3.0,No,Debit Card,Free Shipping,No,No,34,Credit Card,Annually,This item 2221 is okay.
2223,32,Male,Pants,Clothing,66,Georgia,M,Teal,Summer,4.4,No,PayPal,Store Pickup,No,No,30,Credit Card,Weekly,This item 2222 is terrible.
2224,30,Male,Sandals,Footwear,65,Kansas,M,Gray,Fall,4.7,No,Credit Card,Next Day Air,No,No,5,PayPal,Quarterly,This is a great item 2223!
2225,18,Male,Gloves,Accessories,25,Nebraska,L,Charcoal,Winter,4.3,No,Credit Card,Standard,No,No,38,Cash,Quarterly,This item 2224 is not good.
2226,38,Male,Belt,Accessories,64,Washington,S,Olive,Spring,4.8,No,Credit Card,Free Shipping,No,No,18,Credit Card,Annually,This item 2225 is terrible.
2227,22,Male,Shirt,Clothing,72,Missouri,L,Blue,Spring,4.8,No,Credit Card,Store Pickup,No,No,28,Cash,Annually,This item 2226 is terrible.
2228,40,Male,Scarf,Accessories,74,Washington,S,Gray,Summer,4.4,No,Venmo,Next Day Air,No,No,42,Credit Card,Fortnightly,This item 2227 is not good.
2229,54,Male,Gloves,Accessories,50,Kansas,M,Green,Fall,3.7,No,Debit Card,Free Shipping,No,No,5,Credit Card,Weekly,This item 2228 is not good.
2230,70,Male,Pants,Clothing,97,Minnesota,M,Silver,Fall,3.9,No,Bank Transfer,Express,No,No,50,Venmo,Monthly,This item 2229 is not good.
2231,52,Male,Sneakers,Footwear,36,Colorado,S,Teal,Spring,3.8,No,Debit Card,Express,No,No,33,Venmo,Fortnightly,This item 2230 is okay.
2232,34,Male,Jacket,Outerwear,49,Utah,M,Beige,Fall,4.1,No,Cash,Store Pickup,No,No,1,Credit Card,Weekly,This item 2231 is terrible.
2233,65,Male,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,4.0,No,Bank Transfer,Store Pickup,No,No,14,Cash,Fortnightly,This item 2232 is not good.
2234,38,Male,Blouse,Clothing,31,Florida,XL,Gray,Summer,4.5,No,Credit Card,Express,No,No,48,Credit Card,Monthly,This is a great item 2233!
2235,35,Male,Boots,Footwear,66,New Hampshire,S,Yellow,Winter,4.0,No,Cash,Express,No,No,26,Cash,Weekly,This item 2234 is absolutely fantastic!
2236,40,Male,Socks,Clothing,82,Illinois,M,Gray,Spring,4.5,No,Credit Card,2-Day Shipping,No,No,44,Credit Card,Annually,This item 2235 is okay.
2237,23,Male,T-shirt,Clothing,88,Louisiana,M,Yellow,Winter,2.7,No,Venmo,Standard,No,No,18,Debit Card,Fortnightly,This item 2236 is terrible.
2238,45,Male,Sandals,Footwear,34,Alabama,S,Black,Summer,3.8,No,Bank Transfer,Next Day Air,No,No,31,Venmo,Every 3 Months,This item 2237 is terrible.
2239,40,Male,Sneakers,Footwear,84,Florida,L,Beige,Winter,3.8,No,Credit Card,Standard,No,No,18,Debit Card,Weekly,This item 2238 is absolutely fantastic!
2240,42,Male,Jewelry,Accessories,96,Alabama,L,Indigo,Summer,3.8,No,Bank Transfer,2-Day Shipping,No,No,41,Credit Card,Every 3 Months,This item 2239 is not good.
2241,57,Male,Sandals,Footwear,71,California,L,Green,Winter,4.3,No,Credit Card,Next Day Air,No,No,18,Debit Card,Every 3 Months,This item 2240 is absolutely fantastic!
2242,18,Male,Jacket,Outerwear,77,Maryland,M,Purple,Summer,3.5,No,Bank Transfer,Free Shipping,No,No,3,Bank Transfer,Bi-Weekly,This item 2241 is terrible.
2243,18,Male,Skirt,Clothing,66,Nevada,M,Orange,Spring,3.8,No,PayPal,Next Day Air,No,No,5,Credit Card,Bi-Weekly,This is a great item 2242!
2244,56,Male,Shirt,Clothing,21,Massachusetts,M,Teal,Winter,3.7,No,Cash,2-Day Shipping,No,No,13,Debit Card,Annually,This item 2243 is absolutely fantastic!
2245,35,Male,Shorts,Clothing,37,South Carolina,M,Gold,Summer,4.8,No,Credit Card,2-Day Shipping,No,No,22,PayPal,Annually,This item 2244 is terrible.
2246,49,Male,Socks,Clothing,90,Delaware,L,Gray,Fall,4.9,No,Venmo,Free Shipping,No,No,45,PayPal,Fortnightly,This is a great item 2245!
2247,49,Male,Jacket,Outerwear,96,Hawaii,M,Cyan,Fall,4.3,No,Cash,Store Pickup,No,No,39,PayPal,Every 3 Months,This item 2246 is absolutely fantastic!
2248,34,Male,Jewelry,Accessories,37,Florida,L,Teal,Summer,4.4,No,PayPal,Next Day Air,No,No,18,Venmo,Annually,This is a great item 2247!
2249,63,Male,T-shirt,Clothing,66,Rhode Island,M,Violet,Winter,3.4,No,Cash,Free Shipping,No,No,19,PayPal,Fortnightly,This is a great item 2248!
2250,42,Male,Gloves,Accessories,45,Wyoming,XL,Indigo,Spring,4.3,No,Bank Transfer,Next Day Air,No,No,29,Debit Card,Weekly,This item 2249 is terrible.
2251,41,Male,Shoes,Footwear,89,Colorado,L,Pink,Summer,4.6,No,Venmo,Store Pickup,No,No,19,Credit Card,Weekly,This item 2250 is absolutely fantastic!
2252,26,Male,Shoes,Footwear,94,Virginia,L,Gold,Fall,3.8,No,PayPal,Free Shipping,No,No,22,Debit Card,Monthly,This item 2251 is not good.
2253,48,Male,Shoes,Footwear,96,Nebraska,S,Maroon,Summer,3.9,No,Venmo,Express,No,No,21,Bank Transfer,Annually,This item 2252 is okay.
2254,62,Male,Hoodie,Clothing,31,Oklahoma,M,Brown,Spring,2.6,No,Credit Card,Store Pickup,No,No,22,PayPal,Monthly,This item 2253 is okay.
2255,24,Male,Belt,Accessories,79,North Dakota,M,Gold,Winter,4.2,No,Venmo,Store Pickup,No,No,44,PayPal,Every 3 Months,This item 2254 is okay.
2256,48,Male,Coat,Outerwear,39,Michigan,L,Teal,Spring,4.6,No,Venmo,Store Pickup,No,No,42,Bank Transfer,Quarterly,This item 2255 is okay.
2257,31,Male,Blouse,Clothing,22,California,M,Turquoise,Fall,5.0,No,Debit Card,Standard,No,No,33,Credit Card,Quarterly,This is a great item 2256!
2258,41,Male,Skirt,Clothing,32,Tennessee,L,Olive,Fall,4.2,No,PayPal,Standard,No,No,6,Bank Transfer,Annually,This item 2257 is terrible.
2259,24,Male,T-shirt,Clothing,71,Ohio,L,Cyan,Winter,4.3,No,Bank Transfer,Store Pickup,No,No,44,Credit Card,Every 3 Months,This item 2258 is absolutely fantastic!
2260,60,Male,Jeans,Clothing,96,Florida,XL,Beige,Spring,3.3,No,Venmo,Free Shipping,No,No,24,Cash,Annually,This is a great item 2259!
2261,38,Male,Scarf,Accessories,82,Missouri,M,Blue,Fall,4.9,No,Venmo,Express,No,No,16,PayPal,Quarterly,This item 2260 is absolutely fantastic!
2262,58,Male,Backpack,Accessories,76,South Carolina,L,Gold,Spring,4.4,No,Cash,Standard,No,No,12,Bank Transfer,Fortnightly,This is a great item 2261!
2263,53,Male,Backpack,Accessories,22,Arizona,M,Green,Winter,3.1,No,Venmo,2-Day Shipping,No,No,50,PayPal,Monthly,This item 2262 is terrible.
